unit_number,cycle,true_rul,kl_div,js_div,wasserstein,recon_error,drift_flag,op_cluster,latent_mu_norm
1,129,123,0.000793,0.000197,0.000203,2.778735,False,0,19.2566
1,130,122,0.01855,0.004616,0.004635,2.724294,False,1,19.0767
1,131,121,0.028468,0.007082,0.007509,2.781943,False,1,19.0609
1,132,120,0.001993,0.000498,0.000563,2.704818,False,0,19.2488
1,133,119,0.000817,0.000205,0.000211,2.517741,False,0,19.2563
1,134,118,0.000373,9.3e-05,9.4e-05,2.638186,False,0,19.2609
1,135,117,0.05525,0.013691,0.013839,2.666207,False,4,18.8597
1,136,116,0.002098,0.000524,0.000597,2.476921,False,0,19.2488
1,137,115,0.000421,0.000105,0.00011,2.65385,False,0,19.26
1,138,114,0.001652,0.000412,0.000381,2.564898,False,3,19.2225
1,139,113,0.058214,0.014428,0.014854,2.653447,False,4,18.8542
1,140,112,0.002187,0.000546,0.000621,2.686708,False,0,19.2485
1,141,111,0.002095,0.000523,0.000546,2.67549,False,3,19.2178
1,142,110,0.01987,0.004947,0.005213,2.70327,False,1,19.0736
1,143,109,0.001595,0.000398,0.000446,2.74233,False,0,19.2506
1,144,108,0.000625,0.000156,0.00016,2.816823,False,0,19.2582
1,145,107,0.001567,0.000392,0.000373,2.747098,False,3,19.2229
1,146,106,0.010094,0.002515,0.002611,2.704568,False,1,19.0934
1,147,105,0.001312,0.000328,0.000368,2.719707,False,0,19.2524
1,148,104,0.042351,0.010509,0.010685,2.750627,False,4,18.8729
1,149,103,0.002042,0.00051,0.000581,2.791953,False,0,19.2493
1,150,102,0.025963,0.006453,0.006636,2.903722,False,4,18.8928
1,151,101,0.002111,0.000527,0.000595,2.860606,False,5,19.2503
1,152,100,0.000368,9.2e-05,9.5e-05,2.895007,False,0,19.2606
1,153,99,0.015679,0.003902,0.003904,2.603984,False,1,19.0821
1,154,98,0.00108,0.00027,0.0003,2.752901,False,0,19.2539
1,155,97,0.002122,0.00053,0.000531,2.786288,False,3,19.218
1,156,96,0.000576,0.000144,0.000145,2.878842,False,2,19.2464
1,157,95,0.051309,0.012721,0.012899,2.970602,False,4,18.8633
1,158,94,0.001581,0.000395,0.000452,3.024842,False,0,19.2519
1,159,93,0.00155,0.000387,0.000403,3.058144,False,3,19.2211
1,160,92,0.045505,0.01129,0.011598,3.060061,False,4,18.8685
1,161,91,0.011634,0.002901,0.003203,3.056114,False,3,19.1927
1,162,90,0.000358,9e-05,9.8e-05,3.048696,False,5,19.2617
1,163,89,0.01162,0.002895,0.003006,3.061398,False,1,19.089
1,164,88,0.000676,0.000169,0.000187,3.018455,False,5,19.2588
1,165,87,0.010749,0.002679,0.002818,2.928101,False,1,19.0914
1,166,86,0.008009,0.001998,0.00219,2.867857,False,3,19.1996
1,167,85,0.000402,0.000101,0.000108,2.849219,False,5,19.2608
1,168,84,0.003821,0.000953,0.00096,2.756737,False,3,19.2104
1,169,83,0.000495,0.000124,0.000129,2.537088,False,5,19.2598
1,170,82,0.057359,0.014216,0.014458,2.696937,False,4,18.858
1,171,81,0.027103,0.006745,0.007159,2.701088,False,1,19.066
1,172,80,0.000896,0.000224,0.000251,2.711576,False,5,19.2583
1,173,79,0.000363,9.1e-05,8.9e-05,2.833189,False,2,19.2489
1,174,78,0.000284,7.1e-05,6.7e-05,2.768136,False,0,19.2627
1,175,77,0.000189,4.7e-05,4.6e-05,2.762087,False,5,19.2654
1,176,76,0.000181,4.6e-05,4.3e-05,2.711238,False,0,19.2644
1,177,75,0.00022,5.5e-05,5.2e-05,2.77747,False,0,19.2637
1,178,74,7.9e-05,2e-05,1.9e-05,2.780396,False,5,19.2688
1,179,73,0.004668,0.001165,0.001102,2.703986,False,1,19.1297
1,180,72,0.000116,2.9e-05,2.9e-05,2.732479,False,0,19.2641
1,181,71,0.000107,2.7e-05,2.6e-05,2.941926,False,2,19.2541
1,182,70,0.000119,3e-05,2.8e-05,2.908692,False,5,19.2675
1,183,69,0.000113,2.8e-05,2.7e-05,2.866763,False,5,19.2674
1,184,68,0.019621,0.004878,0.004811,2.844877,False,4,18.9072
1,185,67,0.034439,0.008552,0.008709,2.919888,False,4,18.8835
1,186,66,0.001213,0.000303,0.000337,3.045192,False,2,19.2443
1,187,65,0.000249,6.2e-05,6.3e-05,2.95252,False,3,19.2328
1,188,64,0.010673,0.002659,0.002702,3.018296,False,4,18.9226
1,189,63,0.001251,0.000313,0.000344,3.177683,False,2,19.2433
1,190,62,0.000336,8.4e-05,8.4e-05,3.087517,False,3,19.2317
1,191,61,0.009425,0.002349,0.002378,3.169018,False,4,18.9272
1,192,60,0.010268,0.002561,0.002836,3.226308,False,1,19.0996
1,193,59,0.004427,0.001104,0.001171,3.26205,False,4,18.9404
1,194,58,0.008249,0.002058,0.002276,3.201249,False,1,19.104
1,195,57,0.00056,0.00014,0.000152,3.371391,False,2,19.2491
1,196,56,0.008398,0.002093,0.002122,3.480752,False,4,18.927
1,197,55,0.000826,0.000206,0.000229,3.547388,False,2,19.2475
1,198,54,4.1e-05,1e-05,1e-05,3.521765,False,3,19.2376
1,199,53,0.000842,0.000211,0.00023,3.436549,False,1,19.1292
1,200,52,0.000221,5.5e-05,5.9e-05,3.591227,False,2,19.2525
1,201,51,4.5e-05,1.1e-05,1e-05,3.626974,False,0,19.2701
1,202,50,6.2e-05,1.6e-05,1.6e-05,3.576306,False,0,19.271
1,203,49,0.000318,8e-05,8.8e-05,3.68459,False,4,18.9712
1,204,48,0.000435,0.000109,0.000124,3.607334,False,0,19.262
1,205,47,4.7e-05,1.2e-05,1.4e-05,3.551632,False,2,19.2609
1,206,46,0.000107,2.7e-05,3e-05,3.63814,False,5,19.2742
1,207,45,0.001249,0.000313,0.000338,3.64565,False,1,19.1475
1,208,44,1e-05,3e-06,3e-06,3.601334,False,0,19.2697
1,209,43,0.000293,7.3e-05,8.3e-05,3.571202,False,3,19.2468
1,210,42,5.5e-05,1.4e-05,1.6e-05,3.700811,False,2,19.2606
1,211,41,0.000566,0.000141,0.000157,3.722094,False,3,19.2474
1,212,40,7.2e-05,1.8e-05,2.1e-05,3.845966,False,2,19.2609
1,213,39,0.00014,3.5e-05,3.9e-05,4.036954,False,2,19.2625
1,214,38,0.000941,0.000236,0.000265,3.977036,False,3,19.2508
1,215,37,0.001607,0.000402,0.000444,4.06101,False,4,18.989
1,216,36,0.001331,0.000332,0.000363,4.08487,False,3,19.2325
1,217,35,2.9e-05,7e-06,8e-06,4.092062,False,0,19.2713
1,218,34,0.000115,2.9e-05,3.3e-05,4.291118,False,2,19.2624
1,219,33,0.000174,4.4e-05,5e-05,4.394048,True,2,19.2636
1,220,32,0.000219,5.5e-05,6.2e-05,4.371363,True,0,19.2753
1,221,31,0.010643,0.002667,0.002979,4.377135,True,1,19.1841
1,222,30,0.000111,2.7e-05,3.1e-05,4.154806,False,0,19.2739
1,223,29,0.001385,0.000347,0.000384,4.287596,True,3,19.2572
1,224,28,0.000247,6.2e-05,7e-05,4.245798,True,5,19.2776
1,225,27,0.000277,7e-05,7.8e-05,4.421307,True,2,19.2656
1,226,26,0.013433,0.00337,0.003601,4.46095,True,4,19.0265
1,227,25,0.000202,5.1e-05,5.2e-05,4.410872,True,5,19.2718
1,228,24,0.000559,0.00014,0.000156,4.400002,True,0,19.2801
1,229,23,0.000386,9.6e-05,0.00011,4.435178,True,0,19.278
1,230,22,0.000531,0.000133,0.000148,4.299396,False,2,19.2691
2,52,125,0.002016,0.000504,0.000564,4.02383,False,3,19.2278
2,53,125,0.000411,0.000103,9.7e-05,4.097012,False,4,18.9728
2,54,125,0.002418,0.000604,0.000673,4.079584,False,3,19.226
2,55,125,1.2e-05,3e-06,3e-06,4.057722,False,5,19.2711
2,56,125,8.3e-05,2.1e-05,2e-05,3.847699,False,1,19.1446
2,57,125,6e-05,1.5e-05,1.6e-05,4.084262,False,2,19.2569
2,58,125,5.1e-05,1.3e-05,1.3e-05,3.993446,False,5,19.2724
2,59,125,0.000107,2.7e-05,2.9e-05,3.933088,False,2,19.262
2,60,125,9.1e-05,2.3e-05,2.5e-05,4.094446,False,0,19.2723
2,61,125,1e-04,2.5e-05,2.7e-05,4.067962,False,0,19.2726
2,62,125,0.000101,2.5e-05,2.9e-05,4.065943,False,0,19.2726
2,63,125,7.4e-05,1.8e-05,2e-05,4.141486,False,0,19.2717
2,64,125,0.009374,0.002348,0.002632,4.041338,False,1,19.1733
2,65,125,5.3e-05,1.3e-05,1.5e-05,3.967976,False,0,19.2719
2,66,125,0.000139,3.5e-05,3.8e-05,3.702156,False,5,19.2752
2,67,125,0.001145,0.000287,0.00032,3.826484,False,3,19.2537
2,68,124,0.000913,0.000229,0.000254,3.716714,False,3,19.2523
2,69,123,0.001513,0.000379,0.000381,3.764425,False,4,18.9868
2,70,122,0.001197,0.0003,0.000303,3.78963,False,4,18.9766
2,71,121,0.002511,0.000628,0.000678,3.745957,False,1,19.1353
2,72,120,0.001116,0.000279,0.000264,3.511542,False,4,18.9787
2,73,119,0.000604,0.000151,0.000171,3.417487,False,0,19.2621
2,74,118,0.000532,0.000133,0.000138,3.481207,False,3,19.2514
2,75,117,0.000106,2.6e-05,2.9e-05,3.443058,False,5,19.2751
2,76,116,0.001696,0.000424,0.000461,3.470801,False,1,19.1593
2,77,115,2.4e-05,6e-06,6e-06,3.50646,False,0,19.2691
2,78,114,0.000927,0.000232,0.000227,3.263739,False,1,19.1549
2,79,113,5.1e-05,1.3e-05,1.2e-05,3.441386,False,0,19.2694
2,80,112,5.9e-05,1.4e-05,1.6e-05,3.375712,False,5,19.2732
2,81,111,0.002206,0.000552,0.000614,3.442995,False,1,19.1604
2,82,110,0.000235,5.9e-05,6e-05,3.382618,False,3,19.239
2,83,109,4e-06,1e-06,1e-06,3.306385,False,0,19.2695
2,84,108,0.0002,4.9e-05,5.6e-05,3.095416,False,5,19.2767
2,85,107,0.000124,3.1e-05,3.5e-05,3.268386,False,0,19.2734
2,86,106,0.007053,0.001766,0.00197,3.292079,False,1,19.1737
2,87,105,8e-06,2e-06,2e-06,3.289206,False,0,19.2702
2,88,104,0.000446,0.000111,0.000121,3.25195,False,1,19.1504
2,89,103,0.000259,6.5e-05,6.4e-05,3.197068,False,3,19.2403
2,90,102,0.000697,0.000174,0.000168,3.220915,False,4,18.9792
2,91,101,0.0006,0.00015,0.000167,2.954908,False,5,19.2637
2,92,100,9.5e-05,2.4e-05,2.6e-05,3.091712,False,5,19.275
2,93,99,0.000123,3.1e-05,3.5e-05,2.993886,False,0,19.2736
2,94,98,0.001265,0.000316,0.000353,2.711785,False,3,19.2551
2,95,97,0.000141,3.5e-05,4e-05,2.581025,False,5,19.2753
2,96,96,0.00328,0.000821,0.000906,2.637436,False,1,19.1612
2,97,95,1.3e-05,3e-06,3e-06,2.398764,False,0,19.2703
2,98,94,0.000749,0.000187,0.000199,2.522028,False,1,19.1542
2,99,93,0.000957,0.000239,0.000241,2.546345,False,1,19.1403
2,100,92,0.000531,0.000133,0.000128,2.606118,False,4,18.9739
2,101,91,0.000613,0.000153,0.00017,2.727502,False,2,19.2516
2,102,90,0.001153,0.000289,0.000275,2.726709,False,1,19.1565
2,103,89,6.5e-05,1.6e-05,1.6e-05,2.723431,False,0,19.2686
2,104,88,0.001294,0.000324,0.000311,2.768457,False,1,19.1576
2,105,87,0.000621,0.000155,0.000147,2.76168,False,4,18.9738
2,106,86,0.001884,0.000471,0.000506,2.516926,False,3,19.2326
2,107,85,0.001482,0.000371,0.000324,2.62819,False,1,19.1519
2,108,84,0.000148,3.7e-05,4e-05,2.405866,False,0,19.2663
2,109,83,6.3e-05,1.6e-05,1.8e-05,2.589063,False,0,19.2724
2,110,82,0.000829,0.000207,0.000232,2.539976,False,3,19.252
2,111,81,0.000101,2.5e-05,2.8e-05,2.507053,False,5,19.2744
2,112,80,0.004299,0.001077,0.001076,2.541362,False,4,18.9994
2,113,79,0.002676,0.00067,0.000649,2.534127,False,4,18.989
2,114,78,0.001775,0.000444,0.000474,2.560464,False,3,19.2341
2,115,77,0.000107,2.7e-05,2.7e-05,2.676217,False,2,19.2627
2,116,76,9.5e-05,2.3e-05,2.6e-05,2.679673,False,0,19.2731
2,117,75,0.000255,6.4e-05,7.2e-05,2.691349,False,5,19.2776
2,118,74,0.0015,0.000375,0.000417,2.65552,False,3,19.2565
2,119,73,0.000178,4.4e-05,4.9e-05,2.748055,False,2,19.2639
2,120,72,0.000304,7.6e-05,8.3e-05,2.854443,False,2,19.266
2,121,71,0.014833,0.003722,0.003948,2.909355,False,4,19.026
2,122,70,0.000163,4.1e-05,4.3e-05,3.069517,False,2,19.258
2,123,69,0.000177,4.4e-05,4.9e-05,3.001605,False,5,19.2767
2,124,68,0.001146,0.000287,0.000318,3.023113,False,3,19.2551
2,125,67,0.002381,0.000596,0.000609,2.997229,False,1,19.1634
2,126,66,3.3e-05,9e-06,8e-06,3.067073,False,0,19.2696
2,127,65,0.000129,3.2e-05,3.5e-05,3.14975,False,2,19.2632
2,128,64,0.000137,3.4e-05,3.8e-05,3.356648,False,2,19.2629
2,129,63,0.011545,0.002897,0.002958,3.380322,False,4,19.0183
2,130,62,0.000256,6.4e-05,6.9e-05,3.338068,False,5,19.2679
2,131,61,0.000131,3.3e-05,3.6e-05,3.382186,False,0,19.2743
2,132,60,0.000178,4.4e-05,5e-05,3.469094,False,0,19.2747
2,133,59,0.000247,6.2e-05,7e-05,3.458029,False,0,19.2758
2,134,58,0.0003,7.5e-05,8.3e-05,3.625822,False,2,19.266
2,135,57,0.011889,0.00298,0.003305,3.556108,False,1,19.1862
2,136,56,0.000116,2.9e-05,3.1e-05,3.593252,False,5,19.2756
2,137,55,0.000198,4.9e-05,5.6e-05,3.537504,False,0,19.2751
2,138,54,0.001535,0.000384,0.000427,3.522411,False,3,19.2573
2,139,53,0.006363,0.001595,0.001634,3.587349,False,4,19.0073
2,140,52,0.002115,0.000529,0.00052,3.589972,False,1,19.1445
2,141,51,0.0023,0.000576,0.000522,3.603348,False,1,19.1498
2,142,50,0.000206,5.1e-05,5.1e-05,3.641398,False,0,19.2679
2,143,49,9.3e-05,2.3e-05,2.6e-05,3.605421,False,0,19.2733
2,144,48,0.001434,0.000359,0.000393,3.627038,False,3,19.2577
2,145,47,0.000141,3.5e-05,4e-05,3.620514,False,0,19.2741
2,146,46,0.001566,0.000392,0.00043,3.640062,False,3,19.257
2,147,45,0.00019,4.7e-05,5.2e-05,3.713148,False,2,19.2642
2,148,44,0.014911,0.003744,0.003845,3.767877,False,4,19.0265
2,149,43,0.000238,5.9e-05,6.1e-05,3.738331,False,0,19.2675
2,150,42,0.000178,4.5e-05,4.9e-05,3.466535,False,5,19.2768
2,151,41,0.000323,8.1e-05,8.9e-05,3.731526,False,2,19.2665
2,152,40,0.000287,7.2e-05,7.8e-05,3.931891,False,2,19.2655
2,153,39,0.000466,0.000117,0.000132,3.871952,False,0,19.2788
3,52,125,0.003593,0.000897,0.000998,2.94779,False,3,19.2151
3,53,125,0.000121,3e-05,3.4e-05,3.16612,False,2,19.2525
3,54,125,9.1e-05,2.3e-05,2.1e-05,3.159359,False,0,19.2665
3,55,125,0.001217,0.000304,0.000299,3.104233,False,1,19.1313
3,56,125,0.001371,0.000343,0.000373,3.134868,False,3,19.2245
3,57,125,0.005795,0.001445,0.001558,3.064585,False,1,19.1054
3,58,125,0.000619,0.000154,0.000178,3.135596,False,0,19.2583
3,59,125,6.4e-05,1.6e-05,1.7e-05,3.224262,False,2,19.2547
3,60,125,7.2e-05,1.8e-05,1.8e-05,3.087971,False,2,19.2556
3,61,125,6.5e-05,1.6e-05,1.5e-05,3.392358,False,2,19.2586
3,62,125,8.3e-05,2.1e-05,1.9e-05,3.403309,False,5,19.2709
3,63,125,6.1e-05,1.5e-05,1.5e-05,3.400361,False,0,19.2695
3,64,125,0.005227,0.001303,0.001205,3.426436,False,4,18.9441
3,65,125,0.003323,0.00083,0.000927,3.386846,False,3,19.2161
3,66,125,3.3e-05,8e-06,9e-06,3.47105,False,0,19.2663
3,67,125,0.008635,0.002151,0.002146,3.485691,False,4,18.9276
3,68,125,0.000881,0.00022,0.000254,3.416577,False,0,19.2574
3,69,125,3e-05,7e-06,7e-06,3.140127,False,0,19.2678
3,70,125,4.2e-05,1e-05,1.1e-05,3.046651,False,0,19.2689
3,71,125,0.000172,4.3e-05,4e-05,3.164796,False,0,19.2652
3,72,125,0.000719,0.000179,0.000166,3.143926,False,3,19.236
3,73,125,0.015742,0.003917,0.003964,3.152002,False,4,18.9102
3,74,125,0.01475,0.003676,0.003945,3.218328,False,1,19.0882
3,75,125,0.000599,0.00015,0.000166,3.333278,False,2,19.2482
3,76,125,0.000132,3.3e-05,3.5e-05,3.465047,False,2,19.2526
3,77,125,0.000325,8.1e-05,8.2e-05,3.439334,False,3,19.2401
3,78,125,6.5e-05,1.6e-05,1.6e-05,3.597045,False,2,19.2556
3,79,125,0.00011,2.7e-05,2.4e-05,3.547676,False,0,19.2671
3,80,125,8e-05,2e-05,1.7e-05,3.62472,False,0,19.2685
3,81,125,0.002825,0.000706,0.000713,3.602348,False,1,19.1412
3,82,125,0.007783,0.00194,0.002012,3.626313,False,4,18.928
3,83,125,0.00099,0.000248,0.000281,3.588628,False,5,19.2586
3,84,125,1.1e-05,3e-06,3e-06,3.631085,False,5,19.2697
3,85,125,0.000339,8.5e-05,7.8e-05,3.560393,False,3,19.2359
3,86,125,7.2e-05,1.8e-05,1.7e-05,3.530556,False,0,19.2663
3,87,125,0.005501,0.001371,0.00135,3.545577,False,4,18.9358
3,88,125,0.001025,0.000256,0.000286,3.680866,False,2,19.2444
3,89,125,0.002415,0.000603,0.000653,3.692492,False,4,18.9463
3,90,125,0.001014,0.000253,0.000287,3.857317,False,2,19.245
3,91,125,0.000398,1e-04,0.000109,3.830824,False,1,19.1318
3,92,125,0.009357,0.002332,0.002435,3.828436,False,4,18.9237
3,93,125,0.003586,0.000896,0.000999,3.798456,False,3,19.2196
3,94,125,0.000132,3.3e-05,3.7e-05,3.765344,False,5,19.2652
3,95,125,0.000202,5e-05,4.7e-05,3.79449,False,3,19.2364
3,96,125,0.00063,0.000157,0.000154,3.787272,False,3,19.2284
3,97,125,0.012389,0.003085,0.003195,3.817242,False,4,18.9171
3,98,125,0.001019,0.000255,0.000292,3.847662,False,0,19.2565
3,99,125,2.1e-05,5e-06,6e-06,4.001519,False,2,19.2599
3,100,125,0.001029,0.000257,0.000264,4.012072,False,4,18.9549
3,101,125,0.000577,0.000144,0.000164,3.969804,False,0,19.2606
3,102,125,0.000449,0.000112,0.000122,3.77161,False,1,19.1338
3,103,125,0.000151,3.8e-05,4.1e-05,4.078004,False,2,19.2537
3,104,125,9.3e-05,2.3e-05,2.1e-05,4.022465,False,0,19.2669
3,105,125,7.4e-05,1.8e-05,2.1e-05,4.026131,False,5,19.2727
3,106,125,0.001247,0.000311,0.000288,4.03935,False,1,19.1327
3,107,125,0.011823,0.002945,0.003032,4.109984,False,4,18.9187
3,108,125,0.011606,0.00289,0.002999,3.837659,False,4,18.9197
3,109,125,0.00091,0.000227,0.000255,3.680442,False,5,19.2604
3,110,125,0.000318,7.9e-05,8.5e-05,3.576383,False,1,19.1346
3,111,125,0.000281,7e-05,8e-05,3.748032,False,0,19.2621
3,112,125,4.9e-05,1.2e-05,1.2e-05,3.780794,False,0,19.2668
3,113,125,0.000616,0.000154,0.000138,3.691816,False,1,19.1317
3,114,125,0.000207,5.2e-05,5.8e-05,3.658995,False,5,19.2638
3,115,125,0.001114,0.000278,0.000295,3.717807,False,1,19.1252
3,116,125,0.000285,7.1e-05,8e-05,3.653794,False,0,19.2618
3,117,125,0.000968,0.000242,0.000255,3.668144,False,1,19.1267
3,118,125,0.007577,0.001889,0.001984,3.710102,False,4,18.9285
3,119,125,0.001,0.00025,0.000286,3.709238,False,0,19.257
3,120,125,0.000418,0.000104,0.000112,3.744364,False,4,18.9605
3,121,125,0.000944,0.000236,0.000268,3.667086,False,5,19.259
3,122,125,1.1e-05,2e-06,3e-06,3.645336,False,5,19.2707
3,123,125,0.00353,0.00088,0.000871,3.623652,False,4,18.9434
3,124,124,0.006278,0.001567,0.001755,3.371844,False,1,19.1108
3,125,123,0.001534,0.000383,0.000434,3.319986,False,4,18.952
3,126,122,0.000956,0.000239,0.00027,3.395639,False,5,19.2595
3,127,121,4.5e-05,1.1e-05,1.3e-05,3.186229,False,5,19.2735
3,128,120,0.000218,5.4e-05,5.3e-05,3.319219,False,3,19.2386
3,129,119,3.4e-05,9e-06,9e-06,3.278166,False,5,19.2706
3,130,118,0.003633,0.000906,0.000916,3.260776,False,4,18.9416
3,131,117,0.001088,0.000272,0.000301,3.404597,False,2,19.244
3,132,116,0.000818,0.000204,0.000225,3.46805,False,4,18.9562
3,133,115,0.000877,0.000219,0.000247,3.62812,False,2,19.2467
3,134,114,1.7e-05,4e-06,5e-06,3.587236,False,3,19.2412
3,135,113,2.7e-05,7e-06,7e-06,3.659452,False,0,19.2707
3,136,112,5.1e-05,1.3e-05,1.4e-05,3.682848,False,2,19.2593
3,137,111,5.5e-05,1.4e-05,1.5e-05,3.566431,False,2,19.2593
3,138,110,0.001513,0.000378,0.000365,3.684054,False,4,18.9594
3,139,109,0.003803,0.000949,0.001057,3.423016,False,1,19.1203
3,140,108,0.000287,7.1e-05,7.9e-05,3.546177,False,0,19.2642
3,141,107,1.7e-05,4e-06,4e-06,3.554082,False,0,19.269
4,52,125,0.003958,0.000987,0.000966,3.340591,False,3,19.2114
4,53,125,0.000451,0.000113,0.000112,3.326122,False,0,19.2599
4,54,125,0.00105,0.000262,0.000265,3.34865,False,0,19.2555
4,55,125,0.000761,0.00019,0.000196,3.247489,False,2,19.245
4,56,125,0.016432,0.004086,0.003764,3.347334,False,1,19.0866
4,57,125,0.000855,0.000213,0.000228,3.331836,False,0,19.2558
4,58,125,0.044633,0.011072,0.011326,3.17929,False,4,18.869
4,59,125,0.002407,0.000601,0.000688,3.32757,False,0,19.2473
4,60,125,0.001533,0.000383,0.000388,3.360835,False,3,19.2213
4,61,125,0.001064,0.000266,0.000278,3.325175,False,0,19.2546
4,62,125,0.022513,0.005599,0.005568,3.383597,False,1,19.0701
4,63,125,0.002245,0.00056,0.00062,3.426614,False,0,19.2474
