unit_number,cycle,true_rul,op_cluster,mahalanobis,fisher_rao,kl_div,js_div,wasserstein,mahalanobis_self,fisher_rao_self,recon_error,drift_raw,drift_flag,geo_alarm_raw,geo_alarm,latent_mu_norm,latent_mu_centered,health_score
3,105,90,0,2.676742,7.987428,20846.857066,22.238617,11.994827,3.654577,9.143738,0.00379,False,False,False,False,2.988043,2.294366,64.226
3,106,89,0,2.599446,8.014471,21151.223455,22.296616,12.109366,3.82629,9.163853,0.003829,False,False,False,False,2.977629,2.3107,69.537
3,107,88,0,2.424093,7.943196,21114.414469,22.257495,11.826028,3.521207,9.21787,0.003868,False,False,False,False,2.928052,2.249932,80.619
3,108,87,0,2.606529,7.952613,20972.619416,22.241424,11.864424,3.719682,9.233524,0.003871,False,False,False,False,2.943121,2.262561,68.884
3,109,86,0,2.438602,7.979217,20898.905237,22.242049,12.067713,3.602505,9.344969,0.003813,False,False,False,False,2.97117,2.310005,79.674
3,110,85,0,2.518633,7.992428,20871.489463,22.249219,12.212826,3.785416,9.459496,0.003789,False,False,False,False,2.993973,2.342501,74.878
3,111,84,0,2.734216,8.126989,20660.967915,22.272897,12.816767,3.989477,9.647344,0.003784,False,False,False,False,3.082757,2.473653,59.539
3,112,83,0,3.308868,8.22133,20393.854276,22.278926,13.37264,4.331703,9.851205,0.003833,False,False,False,False,3.169606,2.591142,29.072
3,113,82,0,3.240495,8.298603,20224.784528,22.29227,13.848715,4.358876,9.981737,0.003848,False,False,False,False,3.243031,2.68604,31.44
3,114,81,0,4.307824,8.367696,20180.905103,22.316226,14.248892,5.329502,10.200574,0.003887,False,False,False,False,3.297216,2.761325,8.801
3,115,80,0,3.614153,8.338763,20251.116381,22.316627,14.215148,4.69914,10.258955,0.003808,False,False,False,False,3.270448,2.753954,19.686
3,116,79,0,3.268932,8.318934,20134.18996,22.286215,14.117772,4.341534,10.300414,0.003753,False,False,False,False,3.266954,2.739317,30.733
3,117,78,0,3.583682,8.331008,20054.878724,22.279237,14.167529,4.779499,10.353455,0.003738,False,False,False,False,3.275045,2.750428,20.787
3,118,77,0,3.171053,8.365857,19936.168891,22.277834,14.405488,4.342889,10.435219,0.003724,False,False,False,False,3.306257,2.796061,34.381
3,119,76,0,3.366372,8.398212,19735.763284,22.26404,14.629938,4.570155,10.496798,0.003732,False,False,False,False,3.337572,2.840816,27.129
3,120,75,0,4.577579,8.561892,19527.7947,22.305877,15.532479,5.673124,10.746397,0.003772,False,False,False,False,3.468764,3.000804,6.837
3,121,74,0,4.054596,8.576644,19543.1095,22.326043,15.824761,5.187749,10.818273,0.003806,False,False,False,False,3.491847,3.049341,12.049
3,122,73,0,4.904466,8.73024,19111.085148,22.328866,16.670476,5.940356,11.054848,0.003864,False,False,False,False,3.629051,3.194133,4.588
3,123,72,0,4.545465,8.748803,19075.131861,22.331324,16.863718,5.596748,11.156363,0.003837,False,False,False,False,3.644387,3.225251,7.077
3,124,71,0,4.485761,8.768145,18952.731489,22.319909,17.037788,5.53094,11.239407,0.003804,False,False,False,False,3.665492,3.2549,7.493
3,125,70,0,4.82614,8.845606,18819.110897,22.340004,17.560406,5.924552,11.397027,0.003855,False,False,False,False,3.721905,3.337063,4.921
3,126,69,0,4.590716,8.83869,19005.957195,22.368562,17.608087,5.798823,11.424711,0.003876,False,False,False,False,3.725629,3.341336,6.735
4,52,125,0,5.087004,9.226818,26949.455139,23.379014,15.622216,3.771846,5.387512,0.005907,True,False,False,False,3.72254,2.811553,3.589
4,53,125,0,3.906012,9.12258,26566.504507,23.291029,15.089069,2.548883,4.734881,0.005473,False,False,False,False,3.642394,2.726705,13.908
4,54,125,0,4.126002,8.953072,26795.467566,23.239417,14.346122,2.609942,4.146114,0.005122,False,False,False,False,3.518227,2.581296,10.839
4,55,125,0,3.200465,8.870783,26271.739995,23.149769,13.940357,1.759781,3.542907,0.004857,False,False,False,False,3.469167,2.517423,33.24
4,56,125,0,3.018128,8.775773,26129.994392,23.097378,13.530708,1.344307,3.055917,0.004665,False,False,False,False,3.414695,2.439429,40.586
4,57,125,0,2.986866,8.691767,25847.945993,23.036658,13.158174,1.526269,2.371039,0.004508,False,False,False,False,3.365429,2.371356,42.861
4,58,125,0,2.583557,8.630387,25741.785488,23.007021,12.948207,0.956798,1.811293,0.004389,False,False,False,False,3.304696,2.330836,70.447
4,59,125,0,2.569996,8.541344,25596.988692,22.959866,12.592924,0.950285,1.163688,0.004278,False,False,False,False,3.250283,2.259053,71.212
4,60,125,0,2.369294,8.457002,25541.093538,22.919357,12.220811,0.929696,0.485251,0.004162,False,False,False,False,3.1783,2.177932,84.11
4,61,125,0,2.356469,8.364814,25424.232072,22.863302,11.825027,1.019158,0.240312,0.004087,False,False,False,False,3.127945,2.089179,84.808
4,62,125,0,2.411294,8.310358,25296.862445,22.821928,11.579116,1.449032,0.739551,0.004029,False,False,False,False,3.097865,2.03453,81.369
4,63,125,0,2.284318,8.250873,25169.118977,22.79415,11.375272,1.324385,1.175046,0.003958,False,False,False,False,3.053664,1.988694,88.414
4,64,124,0,2.785266,8.186764,25260.55452,22.778802,11.152061,1.864864,1.576417,0.003902,False,False,False,False,3.021619,1.929693,56.249
4,65,123,0,2.617821,8.204975,24739.30547,22.733762,11.236293,2.410881,2.117207,0.003902,False,False,False,False,3.020217,1.971013,68.061
4,66,122,0,2.22881,8.129375,24998.84507,22.739746,10.98774,1.554117,2.637913,0.003882,False,False,False,False,2.954744,1.898905,90.996
4,67,121,0,2.545618,8.069019,24542.16462,22.666825,10.737448,2.064969,3.036554,0.003819,False,False,False,False,2.937437,1.849008,73.073
4,68,120,0,2.227011,7.975642,24775.149433,22.654907,10.381202,1.960925,3.413621,0.003782,False,False,False,False,2.847582,1.741261,91.054
4,69,119,0,2.822893,7.938455,24954.724693,22.65615,10.254006,2.734655,3.613646,0.00378,False,False,False,False,2.80843,1.698679,53.723
4,70,118,0,2.029931,7.912755,24477.205519,22.601499,10.191278,1.839502,3.977397,0.003809,False,False,False,False,2.821652,1.699883,96.959
4,71,117,0,1.695712,7.900169,24330.874924,22.584518,10.175877,1.617774,4.231695,0.00382,False,False,False,False,2.814822,1.702245,99.721
4,72,116,0,2.332992,7.902604,24266.82856,22.582507,10.233685,2.379677,4.512573,0.003858,False,False,False,False,2.793803,1.722992,85.902
4,73,115,0,2.144073,7.906491,24036.29921,22.562384,10.287146,2.501674,4.816708,0.003867,False,False,False,False,2.80796,1.748439,93.813
4,74,114,0,2.184809,7.910269,23811.110717,22.543932,10.382493,2.456077,5.136629,0.003866,False,False,False,False,2.818535,1.785001,92.122
4,75,113,0,2.548423,7.889856,23833.037732,22.541759,10.356059,2.841333,5.413341,0.003838,False,False,False,False,2.793272,1.778347,72.81
4,76,112,0,2.714742,7.861634,23540.657115,22.499187,10.257113,3.007398,5.71713,0.003756,False,False,False,False,2.78502,1.762074,61.056
4,77,111,0,1.962959,7.785951,23801.179822,22.500611,9.990365,2.224716,5.778539,0.003713,False,False,False,False,2.728647,1.674746,98.189
4,78,110,0,2.170464,7.741828,23746.197785,22.476685,9.806389,2.422819,5.912715,0.003729,False,False,False,False,2.704983,1.62155,92.464
4,79,109,0,2.352956,7.677276,23680.382959,22.440859,9.524546,2.81699,6.1071,0.003747,False,False,False,False,2.650346,1.535662,84.955
4,80,108,0,1.946626,7.678567,23694.717659,22.446888,9.60642,2.393626,6.189459,0.003736,False,False,False,False,2.647845,1.561986,98.382
4,81,107,0,1.79722,7.665443,23557.023294,22.427663,9.628295,2.127204,6.344706,0.003709,False,False,False,False,2.65782,1.576471,99.523
4,82,106,0,2.074827,7.702325,23208.86532,22.404529,9.783354,2.753435,6.624741,0.003702,False,False,False,False,2.68343,1.639524,96.064
4,83,105,0,1.851445,7.660253,23507.561344,22.426184,9.66965,2.376133,6.681641,0.003646,False,False,False,False,2.635478,1.592836,99.257
4,84,104,0,1.994801,7.654311,23242.122489,22.391688,9.632458,2.512109,6.812234,0.003634,False,False,False,False,2.652022,1.592484,97.49
4,85,103,0,2.020958,7.630497,23128.881165,22.369381,9.553747,2.832555,6.995021,0.003638,False,False,False,False,2.627877,1.57331,97.097
4,86,102,0,2.874551,7.614164,23383.000356,22.396903,9.532578,3.184169,7.064517,0.003624,False,False,False,False,2.601338,1.556337,50.05
4,87,101,0,2.37218,7.62367,22793.55428,22.326536,9.621518,3.174212,7.259447,0.003632,False,False,False,False,2.637714,1.609863,83.839
4,88,100,0,1.992958,7.570882,23045.105976,22.340438,9.464761,2.379199,7.330224,0.003599,False,False,False,False,2.601263,1.550699,97.54
4,89,99,0,1.988444,7.548132,22809.366901,22.301838,9.383973,2.678223,7.448039,0.00354,False,False,False,False,2.592647,1.535285,97.688
4,90,98,0,1.930844,7.537041,22810.423676,22.301187,9.355065,2.477276,7.565801,0.00349,False,False,False,False,2.576181,1.525759,98.572
4,91,97,0,2.408281,7.5288,22936.772619,22.315014,9.365436,2.989616,7.674337,0.00346,False,False,False,False,2.573908,1.525124,81.536
4,92,96,0,2.016968,7.514413,22744.33274,22.284692,9.343967,2.751374,7.742031,0.003467,False,False,False,False,2.566078,1.526795,97.157
4,93,95,0,2.273267,7.517496,22728.034599,22.2867,9.371091,2.864376,7.861928,0.003486,False,False,False,False,2.576807,1.537091,88.866
4,94,94,0,1.981287,7.552034,22465.839976,22.264409,9.525223,2.929081,7.994392,0.003541,False,False,False,False,2.600823,1.597468,97.923
4,95,93,0,2.505935,7.591312,22586.948826,22.297812,9.764059,3.33514,8.14257,0.003595,False,False,False,False,2.617343,1.66753,76.108
4,96,92,0,2.353538,7.63516,22416.756289,22.292712,9.980151,3.143087,8.288348,0.003637,False,False,False,False,2.654767,1.737963,84.931
4,97,91,0,2.525792,7.666025,21998.078216,22.254293,10.14259,3.391505,8.530309,0.003648,False,False,False,False,2.702253,1.800206,74.407
4,98,90,0,2.671599,7.682983,22070.520469,22.273765,10.277315,3.584695,8.680964,0.003611,False,False,False,False,2.700355,1.835795,64.605
4,99,89,0,2.077773,7.696748,21919.9613,22.258357,10.393833,3.066863,8.816991,0.003585,False,False,False,False,2.72401,1.873375,95.986
4,100,88,0,2.319936,7.693326,21833.135592,22.246136,10.412615,3.310706,8.926425,0.003589,False,False,False,False,2.717248,1.881793,86.471
4,101,87,0,2.951152,7.793278,21490.177421,22.237977,10.878216,4.087569,9.118884,0.003578,False,False,False,False,2.797206,2.01343,45.647
4,102,86,0,2.119461,7.697861,21731.254561,22.236806,10.599525,3.036802,9.148793,0.003522,False,False,False,False,2.744517,1.936105,94.577
4,103,85,0,2.514435,7.747803,21465.658321,22.217527,10.777679,3.633799,9.294132,0.003495,False,False,False,False,2.776973,1.990685,75.188
4,104,84,0,2.118715,7.655872,21718.262025,22.219176,10.427822,2.9683,9.241717,0.00348,False,False,False,False,2.708349,1.892163,94.607
4,105,83,0,2.622442,7.764174,21180.233006,22.186183,10.896071,3.763247,9.433664,0.003516,False,False,False,False,2.815619,2.029917,67.864
4,106,82,0,2.749801,7.809206,21319.586489,22.225255,11.16277,3.778351,9.57413,0.003552,False,False,False,False,2.835104,2.091328,58.4
5,52,125,0,4.734138,9.218069,26567.756225,23.378263,15.729296,3.413836,5.204896,0.005602,False,False,False,False,3.720737,2.841762,5.49
5,53,125,0,3.865143,9.116504,26493.560531,23.314921,15.231276,2.28871,4.736609,0.005135,False,False,False,False,3.643702,2.755583,14.657
5,54,125,0,4.138147,8.958152,26324.984655,23.224262,14.499261,2.671532,4.205882,0.004782,False,False,False,False,3.550006,2.624626,10.701
5,55,125,0,3.236378,8.926789,25934.035025,23.178664,14.351167,2.062559,3.659965,0.004556,False,False,False,False,3.517184,2.608234,31.55
5,56,125,0,3.557125,8.775414,25814.614346,23.107233,13.735287,1.922174,2.904043,0.004379,False,False,False,False,3.432964,2.491672,21.513
5,57,125,0,3.376551,8.692274,25834.456676,23.067834,13.325462,1.63911,2.349213,0.004226,False,False,False,False,3.36129,2.407672,26.777
5,58,125,0,2.900256,8.601834,25657.141441,22.996787,12.872725,1.656115,1.68093,0.004091,False,False,False,False,3.287593,2.318085,48.689
5,59,125,0,2.579079,8.517022,25522.278742,22.948973,12.532926,1.003851,1.216883,0.004019,False,False,False,False,3.246363,2.248602,70.763
5,60,125,0,3.026543,8.468109,25354.838639,22.913667,12.313231,1.609696,0.624291,0.003921,False,False,False,False,3.211142,2.205122,40.198
5,61,125,0,2.840607,8.363,25396.236121,22.873681,11.858825,1.616614,0.697695,0.003798,False,False,False,False,3.117326,2.098696,52.605
5,62,125,0,2.820851,8.359163,25273.431074,22.857634,11.876743,2.266455,0.644369,0.003708,False,False,False,False,3.11417,2.108607,53.844
5,63,125,0,2.860031,8.26698,25092.104701,22.816219,11.573918,1.697347,1.292681,0.003661,False,False,False,False,3.061103,2.042311,50.986
5,64,125,0,2.097891,8.283611,24657.351001,22.77528,11.641258,1.590887,1.806546,0.003659,False,False,False,False,3.076361,2.07412,95.358
5,65,124,0,2.433048,8.134025,24927.036584,22.743109,11.059379,1.425745,2.393038,0.003593,False,False,False,False,2.963219,1.920049,79.974
5,66,123,0,2.35424,8.107844,24878.625067,22.725384,10.936163,1.898532,2.783088,0.003564,False,False,False,False,2.925987,1.890318,84.901
5,67,122,0,2.199825,8.043107,24780.117127,22.689519,10.703784,1.596964,3.044968,0.003546,False,False,False,False,2.903853,1.832076,91.784
5,68,121,0,2.134128,8.06112,24370.993959,22.658716,10.8138,1.617042,3.255456,0.003528,False,False,False,False,2.925419,1.877279,94.179
5,69,120,0,2.296427,8.071394,24275.316832,22.653489,10.90213,2.188779,3.523705,0.003541,False,False,False,False,2.936062,1.905653,88.012
5,70,119,0,2.676397,8.023446,24267.500575,22.638986,10.768666,2.037524,3.870896,0.003537,False,False,False,False,2.900961,1.871098,64.257
5,71,118,0,2.253092,8.011009,23808.146034,22.581937,10.716075,2.417029,4.210216,0.003549,False,False,False,False,2.901116,1.874392,90.114
5,72,117,0,2.372504,7.939709,24148.828684,22.595224,10.481706,2.354632,4.427168,0.003566,False,False,False,False,2.831388,1.798969,83.801
5,73,116,0,1.863948,7.916689,24049.283717,22.572092,10.379162,1.738991,4.605404,0.003579,False,False,False,False,2.823126,1.774198,99.186
5,74,115,0,2.825603,7.910277,23979.313532,22.568547,10.387146,3.126726,5.099849,0.003609,False,False,False,False,2.78995,1.780904,53.562
5,75,114,0,2.41516,7.866244,23944.008052,22.551222,10.294732,2.377534,5.213841,0.003581,False,False,False,False,2.780286,1.756887,81.154
5,76,113,0,2.19584,7.887083,23348.293929,22.491313,10.413411,2.414287,5.576918,0.003607,False,False,False,False,2.818694,1.813194,91.871
5,77,112,0,2.436687,7.817476,23840.769532,22.524781,10.153023,2.313493,5.652078,0.0036,False,False,False,False,2.744143,1.721665,79.777
5,78,111,0,1.930658,7.757852,23613.614702,22.470889,9.886847,2.200503,5.806152,0.003594,False,False,False,False,2.705778,1.651696,98.574
5,79,110,0,1.957199,7.751967,23528.95056,22.456143,9.870165,2.402608,5.890919,0.003534,False,False,False,False,2.710324,1.650688,98.257
5,80,109,0,2.102877,7.693112,23591.949327,22.445756,9.67548,2.276498,5.94309,0.003507,False,False,False,False,2.677276,1.588282,95.198
5,81,108,0,2.731115,7.706465,23531.643068,22.447262,9.775381,2.919279,6.118702,0.003533,False,False,False,False,2.666858,1.622578,59.718
5,82,107,0,1.985763,7.681155,23483.158857,22.429016,9.721168,2.087465,6.181957,0.003559,False,False,False,False,2.673338,1.60882,97.776
5,83,106,0,2.060802,7.691388,23175.5311,22.398237,9.774506,2.627705,6.468967,0.003545,False,False,False,False,2.681964,1.63877,96.425
5,84,105,0,2.136895,7.691185,23138.718838,22.396214,9.819856,2.570574,6.638309,0.003554,False,False,False,False,2.669499,1.654728,94.11
5,85,104,0,1.808465,7.69748,23016.217394,22.385241,9.867861,2.409523,6.779288,0.003543,False,False,False,False,2.690892,1.674687,99.501
5,86,103,0,2.36439,7.632259,23148.434344,22.37479,9.600957,2.62304,6.834649,0.003573,False,False,False,False,2.643314,1.587576,84.461
5,87,102,0,2.845453,7.70122,22880.797164,22.369689,9.909731,3.427194,7.068025,0.003606,False,False,False,False,2.674795,1.693753,52.276
5,88,101,0,2.574027,7.695804,22688.571761,22.348978,9.977754,3.025922,7.117569,0.003636,False,False,False,False,2.696823,1.721528,71.06
5,89,100,0,2.45929,7.769654,22422.084002,22.344634,10.337902,3.342994,7.352013,0.003677,False,False,False,False,2.759556,1.833969,78.254
5,90,99,0,2.123756,7.740004,22495.239463,22.343977,10.264618,2.980473,7.543863,0.003665,False,False,False,False,2.730122,1.81195,94.44
5,91,98,0,2.01506,7.705913,22431.625857,22.319976,10.135821,2.905316,7.644911,0.003691,False,False,False,False,2.705915,1.77904,97.186
5,92,97,0,2.061865,7.682644,22366.385623,22.306224,10.07905,2.735681,7.726441,0.003653,False,False,False,False,2.693205,1.765629,96.398
5,93,96,0,1.887768,7.712684,22289.83441,22.308044,10.228918,2.89825,7.906228,0.003633,False,False,False,False,2.714642,1.811384,99.049
5,94,95,0,2.066917,7.728486,22222.442809,22.305822,10.305089,3.09721,8.035073,0.003606,False,False,False,False,2.720598,1.835033,96.268
5,95,94,0,2.273045,7.730746,22231.520586,22.310163,10.394255,3.297028,8.149626,0.003602,False,False,False,False,2.728324,1.860049,88.875
5,96,93,0,2.304166,7.755817,22093.391236,22.304907,10.535055,3.25532,8.329668,0.003597,False,False,False,False,2.748927,1.902702,87.655
5,97,92,0,2.306499,7.723332,21867.734231,22.261348,10.446152,3.334143,8.425233,0.003593,False,False,False,False,2.738636,1.887463,87.546
5,98,91,0,2.302154,7.693023,22004.105617,22.270891,10.371484,3.129781,8.515474,0.003596,False,False,False,False,2.714191,1.863464,87.749
6,52,125,0,4.137501,9.221289,26819.728593,23.355848,15.55577,3.066238,5.370304,0.005712,False,False,False,False,3.726201,2.803221,10.708
6,53,125,0,4.158424,9.045989,26890.015123,23.288925,14.743288,2.91637,4.584004,0.005243,False,False,False,False,3.574492,2.653927,10.46
6,54,125,0,3.437524,8.925124,26345.680481,23.178372,14.192731,2.102748,4.083258,0.004886,False,False,False,False,3.530721,2.564198,24.832
6,55,125,0,2.891415,8.830175,26273.017582,23.127758,13.729194,1.482552,3.489596,0.004584,False,False,False,False,3.455658,2.475352,49.219
6,56,125,0,3.236925,8.712635,26297.702806,23.084728,13.248928,1.61429,2.937572,0.004381,False,False,False,False,3.378661,2.376166,31.522
6,57,125,0,2.65579,8.663341,25889.589543,23.027732,13.041084,1.253897,2.352365,0.004209,False,False,False,False,3.341432,2.345642,65.52
6,58,125,0,3.869788,8.512322,25928.743039,22.965856,12.430179,2.54588,1.791072,0.004124,False,False,False,False,3.265965,2.211077,14.605
6,59,125,0,2.671314,8.447263,25792.491669,22.919778,12.083261,1.18314,1.196037,0.004048,False,False,False,False,3.189759,2.136053,64.619
6,60,125,0,2.919527,8.361571,25830.395098,22.891263,11.734773,1.767595,1.077162,0.003988,False,False,False,False,3.12893,2.052398,47.378
6,61,125,0,3.146139,8.303252,25464.932549,22.834597,11.558868,1.955977,0.766259,0.003879,False,False,False,False,3.122919,2.022823,35.144
6,62,125,0,3.064643,8.301959,25493.150381,22.840462,11.554805,2.384126,0.61408,0.003824,False,False,False,False,3.081435,2.022577,38.658
6,63,125,0,2.451748,8.195313,25236.201267,22.781209,11.189148,1.293855,1.350188,0.003788,False,False,False,False,3.017329,1.939991,78.755
6,64,125,0,2.273328,8.174831,24992.544161,22.750163,11.120832,1.847973,2.001392,0.003758,False,False,False,False,2.99408,1.932641,88.863
6,65,125,0,1.993494,8.132066,24924.378662,22.725533,10.962946,1.444908,2.302547,0.003711,False,False,False,False,2.965248,1.89446,97.522
6,66,125,0,2.042865,8.086477,24875.983667,22.707163,10.822616,1.279721,2.56545,0.003676,False,False,False,False,2.943384,1.859357,96.747
6,67,125,0,2.077535,8.020049,24646.793562,22.657554,10.544237,1.956104,3.11745,0.003616,False,False,False,False,2.901612,1.792507,95.994
